#,,base:cevent_vision_dom-child-inhand_child,,,,,cevent_eye_roi_child,,,,,,cevent_eye_roi_parent,,,,,,cont_vision_size_obj#_child,,,
#,,,,,,,individual_prop,,individual_mean_dur,,individual_freq,,individual_prop,,individual_mean_dur,,individual_freq,,individual_mean,,individual_median,
#,,,,,,,target,other,target,other,target,other,target,other,target,other,target,other,target,other,target,other
#subID,expID,onset,offset,category,trialsID,instanceID,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all
1201,12,565.33,565.37,1,2,130,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.35644,0.029444,0.35644,0.029444
1201,12,565.47,565.5,1,2,131,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0,0,0,0
1201,12,565.53,565.57,1,2,132,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.23447,0.034601,0.23447,0.034601
1201,12,565.6,566.37,1,2,133,0.78268,0.086877,0.6,0.0666,78.268,78.268,0,0.86964,0,0.33333,0,156.54,0.18565,0.030708,0.18594,0.029195
1201,12,568.87,568.9,1,2,134,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0,0,0,0
1201,12,568.97,569.17,1,2,135,1,0,0.1999,0,300.15,0,0,1,0,0.1999,0,300.15,0.11036,0.037602,0.11051,0.037688
1201,12,569.3,569.37,15,2,136,0,1,0,0.0666,0,900.9,0,1,0,0.0666,0,900.9,0.20557,0.044245,0.20557,0.044245
1201,12,569.4,569.43,15,2,137,0,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0.14009,0.048498,0.14009,0.048498
1201,12,569.5,570.1,15,2,138,0.61111,0.055556,0.36667,0.033333,100,100,0,0.27778,0,0.16667,0,100,0.34662,0.049557,0.35705,0.04778
1201,12,570.13,570.5,1,2,139,0.63631,0,0.23333,0,163.62,0,0.99991,0,0.36667,0,163.62,0,0.29475,0.034032,0.31213,0.03158
1201,12,571.17,571.23,1,2,140,1,0,0.0666,0,900.9,0,0,1,0,0.0666,0,900.9,0.32817,0.048703,0.32817,0.048703
1201,12,571.47,572.77,1,2,141,0.97441,0,1.2666,0,46.157,0,0,1,0,1.2999,0,46.157,0.32954,0.022584,0.32871,0.022597
1201,12,572.97,573.03,1,2,142,0,1,0,0.0666,0,900.9,0,0,0,0,0,0,0.30861,0.034881,0.30861,0.034881
1201,12,573.07,573.13,1,2,143,0,1,0,0.0666,0,900.9,0,1,0,0.0666,0,900.9,0.27181,0.046967,0.27181,0.046967
1201,12,573.17,573.27,1,2,144,0,1,0,0.0999,0,600.6,0,1,0,0.0999,0,600.6,0.2718,0.042354,0.2718,0.042354
1201,12,573.27,573.6,15,2,145,1,0,0.3333,0,180.02,0,0,0.89999,0,0.14998,0,360.04,0.21349,0.042932,0.21473,0.042441
1201,12,573.6,573.63,1,2,146,0,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0.17974,0.029163,0.17974,0.029163
1201,12,573.63,573.67,15,2,147,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.22,0.040812,0.22,0.040812
1201,12,573.9,574.03,1,2,148,0,1,0,0.1333,0,450.11,0,1,0,0.1333,0,450.11,0.23281,0.044934,0.23186,0.044816
1201,12,574.1,574.83,1,2,149,0.72726,0.22728,0.5333,0.16667,81.822,81.822,0,0.090913,0,0.066667,0,81.822,0.3503,0.052683,0.35841,0.055317
1201,12,574.87,574.9,1,2,150,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0,0,0,0,0
1201,12,574.9,574.93,15,2,151,0,1,0,0.0333,0,1801.8,0,0,0,0,0,0,0.22154,0.068471,0.22154,0.068471
1201,12,575.03,575.23,1,2,152,1,0,0.2,0,300,0,0,0.49983,0,0.099967,0,300,0.25212,0.052761,0.25598,0.051082
1201,12,575.23,575.27,15,2,153,0,1,0,0.0333,0,1801.8,0,1,0,0.0333,0,1801.8,0.27637,0.048142,0.27637,0.048142
1201,12,575.27,575.57,1,2,154,1,0,0.2999,0,200.07,0,0,1,0,0.2999,0,200.07,0.22768,0.049033,0.2297,0.049602
1201,12,575.6,575.63,1,2,155,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.1463,0.045763,0.1463,0.045763
1201,12,575.67,576.33,1,2,156,1,0,0.6666,0,90.009,0,0,1,0,0.6666,0,90.009,0.20408,0.049342,0.2082,0.049692
1201,12,576.93,576.97,1,2,157,0.001001,0,3.3333e-05,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.28551,0.065792,0.28551,0.065792
1201,12,577.07,577.17,15,2,158,0,1,0,0.0999,0,600.6,0,0.333,0,0.033267,0,600.6,0.1704,0.047432,0.1704,0.047432
1201,12,578.03,578.1,23,2,159,1,0,0.0667,0,899.55,0,1,0,0.0667,0,899.55,0,0.13646,0.038637,0.13646,0.038637
1201,12,578.37,578.53,15,2,160,0,1,0,0.1666,0,360.14,0,1,0,0.1666,0,360.14,0.23942,0.044531,0.23959,0.046251
1201,12,578.57,578.8,15,2,161,0,1,0,0.2333,0,257.18,0,0.85712,0,0.099983,0,514.36,0.20426,0.050262,0.2087,0.050157
1201,12,578.87,579,15,2,162,0.25006,0.74994,0.033333,0.099967,450.11,450.11,0,1,0,0.1333,0,450.11,0.22312,0.046436,0.22279,0.046309
1201,12,579.2,579.23,15,2,163,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.13161,0.033201,0.13161,0.033201
1201,12,579.43,579.67,15,2,164,1,0,0.2333,0,257.18,0,0,1,0,0.2333,0,257.18,0.13492,0.023737,0.13481,0.021267
1201,12,579.7,579.9,15,2,165,1,0,0.2,0,300,0,0,1,0,0.2,0,300,0.13988,0.018703,0.13826,0.01779
1201,12,579.93,579.97,15,2,166,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0.12775,0,0.12775,0
1201,12,580,580.7,15,2,167,1,0,0.7,0,85.714,0,0,1,0,0.7,0,85.714,0.13448,0.024232,0.13203,0.022461
1201,12,580.77,580.8,15,2,168,1,0,0.0333,0,1801.8,0,0,1,0,0.0333,0,1801.8,0,0,0,0
1201,12,581.1,581.17,15,2,169,1,0,0.0666,0,900.9,0,0,1,0,0.0666,0,900.9,0.095527,0.032188,0.095527,0.032188
1201,12,581.43,581.93,15,2,170,1,0,0.5,0,120,0,0,1,0,0.5,0,120,0.14245,0.030237,0.13836,0.031694
